0,65469
1,91875
2,99271
3,100417
4,99166
5,99271
6,98594
7,101094
8,100937
9,98542
10,100260
11,99219
12,99479
13,99948
14,100000
15,100000
16,100104
17,99896
18,100052
19,99896
20,100208
21,101511
22,100208
23,98437
24,99740
25,100000
26,100000
27,100052
28,99948
29,100052
30,99948
31,100052
32,99844
33,100104
34,99948
35,100104
36,99948
37,100000
38,99896
39,100052
40,100052
41,100052
42,99948
43,100000
44,100000
45,100000
46,99896
47,100000
48,100104
49,100000
50,101146
51,100052
52,98958
53,100313
54,100625
55,100000
56,100260
57,99740
58,100625
59,99479
60,99219
61,99687
62,99896
63,100000
64,100000
65,100000
66,99896
67,100104
68,100000
69,99948
70,100104
71,99948
72,100052
73,100000
74,99948
75,99948
76,99948
77,100104
78,100052
79,100000
80,99948
81,100052
82,99896
83,100052
84,100000
85,100000
86,100052
87,99896
88,100000
89,100052
90,100052
91,99948
92,100000
93,99896
94,100104
95,99948
96,100000
97,100052
98,99948
99,100052
100,100052
101,99844
102,100104
103,100052
104,100000
105,100052
106,99844
107,100104
108,99948
109,100000
110,100052
111,99948
112,100052
113,99792
114,100208
115,99948
116,100000
117,99948
118,100000
119,100000
120,100104
121,102083
122,98907
123,99166
124,99792
125,99948
126,100000
127,99948
128,100104
129,100000
130,101198
131,99948
132,99062
133,99844
134,99896
135,100156
136,100000
137,99948
138,99948
139,99948
140,100052
141,100000
142,99948
143,100000
144,100000
145,100000
146,100000
147,99948
148,100104
149,99948
150,100000
151,100000
152,100052
153,99948
154,100000
155,100000
156,100000
157,100000
158,100000
159,100052
160,100000
161,100000
162,100000
163,100000
164,100000
165,100000
166,100052
167,99948
168,99948
169,100052
170,100000
171,99896
172,100052
173,100052
174,99948
175,100052
176,100052
177,99948
178,100052
179,99844
180,100104
181,100000
182,99948
183,100104
184,100000
185,99948
186,99948
187,100000
188,100000
189,100052
190,100052
191,100052
192,99844
193,99948
194,100052
195,100000
196,100052
197,99948
198,100000
199,100104
200,99948
201,99948
202,100052
203,100052
204,99948
205,100052
206,99896
207,100052
208,99948
209,100052
210,100885
211,100105
212,99375
213,99791
214,99740
215,100104
216,100104
217,99792
218,100052
219,100052
220,100052
221,101823
222,100573
223,100052
224,97969
225,99635
226,100104
227,99792
228,99896
229,100052
230,99948
231,100052
232,99844
233,100104
234,99948
235,100104
236,99896
237,100052
238,100052
239,99948
240,100104
241,99896
242,100104
243,99844
244,100104
245,99948
246,100052
247,99948
248,100052
249,99948
250,100000
251,100104
252,100000
253,100000
254,100000
255,99948
256,100000
257,99948
258,100052
259,99948
260,99948
261,100104
262,99948
263,99948
264,100052
265,100000
266,100052
267,100000
268,99896
269,100104
270,100000
271,99844
272,100156
273,99896
274,100052
275,100000
276,99948
277,100104
278,100000
279,100000
280,99948
281,100000
282,100052
283,99948
284,100000
285,100000
286,100104
287,99896
288,100052
289,100000
290,101354
291,99948
292,99167
293,99687
294,99844
295,100052
296,100000
297,100000
298,100052
299,99896
300,100052
301,99948
302,100052
303,100000
304,100052
305,100000
306,99948
307,100000
308,100000
309,99948
310,100104
311,99948
312,100000
313,100052
314,99948
315,100000
316,100052
317,99948
318,100104
319,99896
320,99948
321,100312
322,99844
323,99896
324,100052
325,100000
326,100000
327,99948
328,99948
329,99948
330,100156
331,100000
332,99896
333,100052
334,100000
335,99948
336,100156
337,99896
338,100000
339,100000
340,100052
341,100000
342,100000
343,100052
344,99896
345,100052
346,99948
347,100000
348,100052
349,100000
350,99948
351,100052
352,99896
353,99948
354,100156
355,99896
356,100104
357,99948
358,99948
359,100052
360,99948
361,100052
362,100000
363,99948
364,100052
365,99896
366,100104
367,100000
368,100000
369,100052
370,100990
371,99948
372,99323
373,99635
374,100052
375,99948
376,100156
377,99844
378,100052
379,100052
380,99948
381,99948
382,100104
383,99948
384,100000
385,100000
386,100000
387,99948
388,100000
389,100052
390,100052
391,99948
392,100000
393,100052
394,99948
395,100000
396,99948
397,100000
398,100000
399,100104
400,100000
401,100000
402,99896
403,100052
404,100000
405,100000
406,100000
407,100052
408,99844
409,100052
410,100052
411,100052
412,99948
413,100000
414,100000
415,100052
416,99896
417,100000
418,100052
419,99948
420,100104
421,99948
422,99948
423,100052
424,100000
425,100000
426,100000
427,100052
428,99948
429,99948
430,100104
431,99896
432,100052
433,100000
434,100052
435,99844
436,100052
437,100052
438,100000
439,99948
440,100104
441,100000
442,100000
443,99948
444,100052
445,99896
446,100000
447,100000
448,100052
449,100000
450,101667
451,99583
452,99115
453,99687
454,99948
455,100000
456,99948
457,100052
458,100000
459,100052
460,100000
461,99948
462,99948
463,100104
464,99948
465,100000
466,100052
467,99948
468,100000
469,99896
470,100052
471,100000
472,100104
473,99948
474,99948
475,100052
476,99948
477,100000
478,100000
479,100000
480,100000
481,100000
482,100052
483,99948
484,100104
485,99896
486,100156
487,99896
488,100000
489,100000
490,100000
491,100052
492,99948
493,100104
494,99844
495,99948
496,100104
497,100000
498,99948
499,100052
500,99948
501,100156
502,99844
503,99948
504,100156
505,99948
506,100000
507,100052
508,99896
509,99948
510,100104
511,99948
512,100052
513,100052
514,99948
515,99948
516,100052
517,100000
518,99948
519,100052
520,100000
521,100000
522,100052
523,99948
524,100052
525,99896
526,100052
527,100052
528,99948
529,100052
530,101719
531,99219
532,99375
533,99687
534,99844
535,100104
536,99948
537,100156
538,99896
539,100052
540,99948
541,100052
542,99844
543,100052
544,100104
545,99896
546,100052
547,100052
548,99896
549,100052
550,99948
551,99948
552,100104
553,100000
554,100000
555,99948
556,99948
557,100052
558,100000
559,100052
560,99948
561,100000
562,100052
563,99948
564,100052
565,99948
566,100052
567,100000
568,100000
569,100000
570,100000
571,99896
572,100104
573,100000
574,99948
575,100000
576,100000
577,100000
578,100000
579,100052
580,100104
581,99844
582,99948
583,100104
584,99948
585,100000
586,99948
587,100104
588,99896
589,100156
590,99844
591,100156
592,99844
593,100052
594,100000
595,100052
596,100052
597,99896
598,100104
599,99948
600,100000
601,100000
602,100104
603,99792
604,100052
605,100000
606,100000
607,99948
608,100104
609,99948
610,101198
611,99844
612,99322
613,99792
614,99948
615,99948
616,100000
617,100000
618,99948
619,100000
620,100052
621,100156
622,99844
623,99896
624,100156
625,99896
626,100000
627,100000
628,99948
629,100000
630,100000
631,100104
632,100000
633,99948
634,99948
635,100052
636,100000
637,100052
638,99948
639,100000
640,100000
641,99948
642,100052
643,100052
644,99948
645,100052
646,100000
647,99948
648,100052
649,100000
650,100000
651,99948
652,100104
653,99792
654,100052
655,100104
656,100000
657,100104
658,99792
659,100104
660,99948
661,100000
662,100052
663,100000
664,100000
665,100052
666,99948
667,99896
668,100156
669,99896
670,100052
671,99948
672,99948
673,100052
674,99948
675,100052
676,100052
677,100000
678,100000
679,99948
680,100000
681,100052
682,99948
683,100000
684,100000
685,99896
686,100052
687,100104
688,99896
689,100052
690,101146
691,99843
692,99428
693,99687
694,99948
695,99896
696,100000
697,100104
698,100052
699,99896
700,100000
701,100052
702,100000
703,100000
704,100000
705,100000
706,99948
707,99948
708,100052
709,100052
710,99948
711,100000
712,100104
713,99948
714,99948
715,100052
716,100000
717,100000
718,100000
719,100052
720,99896
721,100052
722,99948
723,100052
724,99948
725,99948
726,100052
727,100000
728,100000
729,100052
730,100000
731,100000
732,100000
733,100000
734,99896
735,100104
736,100000
737,99948
738,100000
739,100000
740,100104
741,99896
742,100000
743,100000
744,100000
745,100104
746,99896
747,100104
748,99948
749,99948
750,100156
751,99844
752,100052
753,99948
754,100104
755,99896
756,100000
757,100052
758,99896
759,100000
760,100052
761,100104
762,99948
763,99948
764,100052
765,99948
766,100052
767,100000
768,99948
769,100000
770,101510
771,99844
772,98958
773,99792
774,99844
775,100052
776,100052
777,100052
778,99896
779,100052
780,100000
781,100000
782,100000
783,99948
784,100000
785,100000
786,100052
787,99948
788,100000
789,99948
790,100104
791,99948
792,100104
793,99948
794,99948
795,100000
796,100000
797,100052
798,99948
799,100052
800,100000
801,100052
802,99948
803,100000
804,99896
805,100104
806,100000
807,100000
808,99896
809,100052
810,100000
811,100000
812,100000
813,100000
814,100000
815,100052
816,100052
817,99948
818,99948
819,100104
820,99844
821,100104
822,100000
823,100000
824,99948
825,100000
826,100000
827,100000
828,100000
829,100104
830,99844
831,100104
832,100000
833,100000
834,100000
835,99948
836,100052
837,100000
838,99948
839,100052
840,100052
841,99896
842,100052
843,100000
844,99948
845,100000
846,99948
847,100052
848,100104
849,99896
850,101198
851,99896
852,99218
853,99896
854,99896
855,99948
856,99948
857,100104
858,99948
859,100000
860,99948
861,100052
862,100104
863,100000
864,99844
865,100000
866,100000
867,100104
868,100000
869,99896
870,100052
871,100000
872,100000
873,99948
874,100104
875,99948
876,100000
877,99948
878,100104
879,99948
880,99948
881,99948
882,100000
883,99948
884,100104
885,100000
886,100104
887,100000
888,99948
889,99948
890,100052
891,100000
892,100000
893,100000
894,100000
895,99948
896,100104
897,100052
898,99896
899,99948
900,100104
901,99948
902,100000
903,100052
904,99948
905,100000
906,100052
907,99948
908,99948
909,100000
910,100052
911,100000
912,100104
913,99896
914,99948
915,100052
916,100052
917,99896
918,100156
919,99844
920,100052
921,99948
922,100104
923,99896
924,100052
925,100052
926,99948
927,99948
928,100000
929,100052
930,101510
931,99740
932,99167
933,99635
934,100000
935,99844
936,100156
937,99896
938,100104
939,99896
940,100000
941,100104
942,99844
943,100104
944,99948
945,100052
946,100000
947,99948
948,100052
949,99948
950,100052
951,99948
952,100000
953,100052
954,100000
955,99948
956,100000
957,100000
958,100052
959,99948
960,100156
961,99844
962,100052
963,100052
964,100000
965,99948
966,99948
967,100052
968,100000
969,99948
970,99948
971,100052
972,100052
973,100052
974,99948
975,99896
976,100052
977,100000
978,100052
979,99948
980,99948
981,100000
982,100156
983,99844
984,100104
985,99948
986,100104
987,99896
988,100052
989,100000
990,100000
991,99948
992,100052
993,100000
994,99844
995,100156
996,99948
997,100000
998,100000
999,100052
1000,99948
1001,100052
1002,100000
1003,100000
1004,100000
1005,99948
1006,100000
1007,100052
1008,99948
1009,100000
1010,101094
1011,100000
1012,99375
1013,99583
1014,100000
1015,99896
1016,100104
1017,100000
1018,100000
1019,99948
1020,100052
