0,83846667
1,78712448
2,78242760
3,78303490
4,78148125
5,78165833
6,78159739
7,78124480
8,77972812
9,77968125
10,78032812
11,77764427
12,78101980
13,77882395
14,77987292
15,77974948
16,77888281
17,77763073
18,78141615
19,77888333
20,77953229
21,77664427
22,78053073
23,77902917
24,77720520
25,77901407
26,77723333
27,77656979
28,77686042
29,77812448
30,77584218
31,77593959
32,77600729
33,77574791
34,77314740
35,77692865
36,77530989
37,77562760
38,77516615
39,77582292
40,77567239
41,77298386
42,77632812
43,77501302
44,77474375
45,77465156
46,77360261
47,77403333
48,77405417
49,77461406
50,77176771
51,77529895
52,77155573
53,77497761
54,77416250
55,77276614
56,77253281
57,78051407
58,77395260
59,77269167
60,77640677
61,77295416
62,77565730
63,77334583
64,77439271
65,77586458
66,77350417
67,77573958
68,77387604
69,77399010
70,77406459
71,77388333
72,77543229
73,77397708
74,77509323
75,77556719
76,77523073
77,77579427
78,77437292
79,77567395
80,77469011
81,77523646
82,77480156
83,77361354
84,77570573
85,77460781
86,77609948
87,77538542
88,77450625
89,77604114
90,77527240
91,77424375
92,77442239
93,77430938
94,77549010
95,77476979
96,77492552
97,77519063
98,77421771
99,77524270
100,77494219
101,77214323
102,77550937
103,77502813
104,77381302
105,77286927
106,77462240
107,77413802
108,77454948
109,77716562
110,77486667
111,77225677
112,77462395
113,77412396
114,77133646
115,77399531
116,77252032
117,77363072
118,77349740
119,77442552
120,77163698
121,77654635
122,77374792
123,77380885
124,77410782
125,77371979
126,77114896
127,77539479
128,77158437
129,77226094
130,77146041
131,77144844
132,77194219
133,77084219
134,77012395
135,77408594
136,77185000
137,77043333
138,76989480
139,77313906
140,77210729
141,77128489
142,76981042
143,77148542
144,77215937
145,77157969
146,77126094
147,76982291
148,77174740
149,77335104
150,77041354
151,77231511
152,77390624
153,77134480
154,77398750
155,77136354
156,77218333
157,77214271
158,77130833
159,77255677
160,77210417
161,77219687
162,77335938
163,77310000
164,77094427
165,77228802
166,77411614
167,77164115
168,77335000
169,77480521
170,77297239
171,77276250
172,77388073
173,77333906
174,77195990
175,77127396
176,77235052
177,77136041
178,77238490
179,77383437
180,77192552
181,77361563
182,77292344
183,77224687
184,77507813
185,77135937
186,77591927
187,77259740
188,77551458
189,77390052
190,77318750
191,77299740
192,77180572
193,77324063
194,77115104
195,77384010
196,77220469
197,77295365
198,77489427
199,77221041
200,77176302
201,77435730
202,77212864
203,77198698
204,77403333
205,77121459
206,77243489
207,77506198
208,77363750
209,77352396
210,77250781
211,77307917
212,77219948
213,77250260
214,77187240
215,77043281
216,77423073
217,77175937
218,77374740
219,77251146
220,77315364
221,77074115
222,77167187
223,77138594
224,77428333
225,77264479
226,77281875
227,77313125
228,77232552
229,77365834
230,77170520
231,77236979
232,77281407
233,77288385
234,77081979
235,77366823
236,77159323
237,77279271
238,77232864
239,77284375
240,77318542
241,77220417
242,77151979
243,77252396
244,77017187
245,77312812
246,77286511
247,77109635
248,77491250
249,77294167
250,77152292
251,77336406
252,77212396
253,77284635
254,77353594
255,77275625
256,77177500
257,76949218
258,77405469
259,77200781
260,77259948
261,77261615
262,77189010
263,77258750
264,77711563
265,77238541
266,77391094
267,77438229
268,77233125
269,77150833
270,77137136
271,77438281
272,77354271
273,77155416
274,77407136
275,77231458
276,77170677
277,77346563
278,77310156
279,77265521
280,77005572
281,77489167
282,77253750
283,77114948
284,77286719
285,77324218
286,77176771
287,77340573
288,77349792
289,77196250
290,77259010
291,77537813
292,77280000
293,77317083
294,77095000
295,77394739
296,77225834
297,77238906
298,77024635
299,77362344
300,77240000
301,77174323
302,77271562
303,77337136
304,77320416
305,77147865
306,77225833
307,76920104
308,77424740
309,77175417
310,77015104
311,77369062
312,77300313
313,77221822
314,77294063
315,77160365
316,77013229
317,77329895
318,77291667
319,77335469
320,77076510
321,77316875
322,77430156
323,77254532
324,77085312
325,77282135
326,77213959
327,77370260
328,77224896
329,77199323
330,76949219
331,77411614
332,77240521
333,76935937
334,77249532
335,77254218
336,77175313
337,77416510
338,77207136
339,77247031
340,77366510
341,77154740
342,77330833
343,77274219
344,77393021
345,77272031
346,77410625
347,77138958
348,77486198
349,77292708
350,77354219
351,77243333
352,77362500
353,77352969
354,77076510
355,77305730
356,77439843
357,77061823
